1	1	0	0	0	1	0	0	0.072413793	0.022160665	1	0	0
1	1	0	0	0	1	0	0	0.344827586	0.024930748	1	0	0
0	1	0	0	0	1	0	0	0.137931034	0.011080332	1	0	0
0	1	0	0	0	1	0	0	0.301724138	0.316712835	1	0	0
1	0	1	0	0	0	1	0	0.410344828	0	1	0	0
1	0	1	0	0	0	1	0	0.586206897	0.006463527	1	0	0
0	1	0	0	0	1	0	0	0.310344828	0.261311173	0	1	0
0	1	0	0	0	1	0	0	0.482758621	0.570637119	0	1	0
0	1	0	0	0	1	0	0	0.310344828	0.122807018	0	1	0
1	1	0	0	0	1	0	0	0.310344828	0.072945522	0	1	0
0	1	0	0	0	1	0	0	0.017241379	0.17820868	0	1	0
0	1	0	0	0	1	0	0	0.310344828	0.132040628	0	1	0
1	0	0	1	0	1	0	0	0.189655172	0.05355494	0	1	0
1	0	0	1	0	1	0	0	0.137931034	0.057248384	0	1	0
0	0	1	0	0	0	1	0	1	0.048938135	0	1	0
1	0	1	0	0	0	1	0	0.482758621	0.051708218	0	1	0
0	0	1	0	0	0	1	0	0.362068966	0.016620499	0	1	0
0	0	1	0	0	0	1	0	0.482758621	0.012003693	0	1	0
0	0	1	0	0	0	1	0	0.655172414	0.030470914	0	1	0
0	0	0	0	1	0	1	0	0.482758621	0.039704524	0	1	0
0	0	0	0	1	0	1	0	0.568965517	0.058171745	0	1	0
0	0	0	0	1	0	0	1	0.310344828	0.153277932	0	1	0
0	0	0	0	1	0	0	1	0.482758621	0.153277932	0	1	0
0	1	0	0	0	1	0	0	0	0.012003693	0	0	1
0	0	1	0	0	0	1	0	0.25	0.00923361	0	0	1
0	0	0	0	1	0	1	0	0.64137931	0.016620499	0	0	1
0	0	0	0	1	0	1	0	0.648275862	0.013850416	0	0	1
0	0	0	0	1	0	1	0	0.387931034	0.048014774	0	0	1
0	0	0	0	1	1	0	0	0.172413793	1	0	0	1
0	0	1	0	0	1	0	0	0.063793103	0.048938135	0	0	1
0	0	0	0	1	0	1	0	0.25862069	0.136657433	0	0	1
0	0	0	0	1	0	1	0	0.784482759	0.072022161	0	0	1
0	0	1	0	0	1	0	0	0.067241379	0.024007387	0	0	1
0	0	0	0	1	0	1	0	0.629310345	0.039704524	0	0	1
0	0	1	0	0	1	0	0	0.1	0.193905817	0	0	1
