0.236279192	0.532786885	0.072413793	1	0	0	0
0.241287198	0.663934426	0.344827586	1	0	0	0
0.21499517	0.614754098	0.137931034	1	0	0	0
0	0.770491803	0.301724138	1	0	0	0
0.136369487	0.663934426	0.410344828	0	1	0	0
0.236279192	0.704918033	0.586206897	0	1	0	0
1	0.352459016	0.310344828	1	0	0	0
0.549279523	0.844262295	0.482758621	1	0	0	0
0.399039364	0.680327869	0.310344828	1	0	0	0
0.49919947	0.18852459	0.310344828	1	0	0	0
0.373999338	0.229508197	0.017241379	1	0	0	0
0.49919947	0.18852459	0.310344828	1	0	0	0
0.348959311	0.319672131	0.189655172	0	0	1	0
0.373999338	0	0.137931034	0	0	1	0
0.348959311	0.352459016	1	0	1	0	0
0.373999338	0.762295082	0.482758621	0	1	0	0
0.273839232	0.155737705	0.362068966	0	1	0	0
0.298879258	0.43442623	0.482758621	0	1	0	0
0.298879258	0.106557377	0.655172414	0	1	0	0
0.57431955	0.270491803	0.482758621	0	0	0	1
0.248799206	0.106557377	0.568965517	0	0	0	1
0.49919947	0.352459016	0.310344828	0	0	0	1
0.549279523	0.270491803	0.482758621	0	0	0	1
0.241287198	0.352459016	0	1	0	0	0
0.166167118	0.598360656	0.25	0	1	0	0
